period,state,handgun,long_gun,multiple,year,month
2016-10,South Carolina,10197,8577,792,2016,10
2016-10,South Dakota,3440,7545,484,2016,10
2016-10,Tennessee,25896,20365,148,2016,10
2016-10,Texas,51170,48971,5802,2016,10
2016-10,Utah,3947,5063,0,2016,10
2016-10,Vermont,1634,2309,168,2016,10
2016-10,Virginia,26771,22476,0,2016,10
2016-10,Washington,20461,17000,1490,2016,10
2016-10,West Virginia,7393,8511,810,2016,10
2016-10,Wisconsin,17065,19114,104,2016,10
2016-10,Wyoming,1880,2538,232,2016,10
2016-09,Alabama,7838,9294,744,2016,9
2016-09,Alaska,2919,3439,362,2016,9
2016-09,Arizona,12946,9846,1278,2016,9
2016-09,Arkansas,5282,6912,648,2016,9
2016-09,California,43134,47317,0,2016,9
2016-09,Colorado,19129,15973,2272,2016,9
2016-09,Connecticut,5966,2719,0,2016,9
2016-09,Delaware,1935,2083,168,2016,9
2016-09,Florida,50433,24683,3782,2016,9
2016-09,Georgia,13484,10743,1026,2016,9
2016-09,Hawaii,0,0,0,2016,9
2016-09,Idaho,3436,5753,422,2016,9
2016-09,Illinois,22328,13064,1546,2016,9
2016-09,Indiana,19142,14742,1272,2016,9
2016-09,Iowa,169,2963,16,2016,9
2016-09,Kansas,5393,6175,576,2016,9
2016-09,Kentucky,9809,8989,1180,2016,9
2016-09,Louisiana,14163,15122,1580,2016,9
2016-09,Maine,4225,5723,596,2016,9
2016-09,Maryland,3989,5971,40,2016,9
2016-09,Massachusetts,6142,3531,300,2016,9
2016-09,Michigan,11062,12442,470,2016,9
2016-09,Minnesota,10503,17834,826,2016,9
2016-09,Mississippi,7594,7251,754,2016,9
2016-09,Missouri,19589,17081,1898,2016,9
2016-09,Montana,2972,5944,454,2016,9
2016-09,Nebraska,114,2358,8,2016,9
2016-09,Nevada,4709,3040,544,2016,9
2016-09,New Hampshire,5610,4143,8,2016,9
2016-09,New Jersey,5774,4250,0,2016,9
2016-09,New Mexico,5272,4705,572,2016,9
2016-09,New York,10670,19584,416,2016,9
2016-09,North Carolina,1175,15420,490,2016,9
2016-09,North Dakota,1400,3719,168,2016,9
2016-09,Ohio,26727,19842,2242,2016,9
2016-09,Oklahoma,10602,11003,1638,2016,9
2016-09,Oregon,14658,14351,0,2016,9
2016-09,Pennsylvania,50711,13967,0,2016,9
2016-09,Rhode Island,1134,844,336,2016,9
2016-09,South Carolina,9598,7797,704,2016,9
2016-09,South Dakota,2783,5129,358,2016,9
2016-09,Tennessee,22793,16632,2282,2016,9
2016-09,Texas,41644,46539,4872,2016,9
2016-09,Utah,3210,4884,0,2016,9
2016-09,Vermont,1356,1871,192,2016,9
2016-09,Virginia,22358,18356,0,2016,9
2016-09,Washington,16787,14983,1368,2016,9
2016-09,West Virginia,6734,7145,872,2016,9
2016-09,Wisconsin,14598,16276,66,2016,9
2016-09,Wyoming,1673,2428,196,2016,9
2016-08,Alabama,9067,8589,768,2016,8
2016-08,Alaska,2998,3832,404,2016,8
2016-08,Arizona,13276,9461,1234,2016,8
2016-08,Arkansas,6233,6719,666,2016,8
2016-08,California,47678,47907,0,2016,8
2016-08,Colorado,19928,15459,2156,2016,8
2016-08,Connecticut,10922,4335,0,2016,8
2016-08,Delaware,1828,1718,160,2016,8
2016-08,Florida,54854,25695,3754,2016,8
2016-08,Georgia,13890,10106,1026,2016,8
2016-08,Hawaii,0,0,0,2016,8
2016-08,Idaho,3513,4635,374,2016,8
2016-08,Illinois,66820,33662,3926,2016,8
2016-08,Indiana,20797,14967,1192,2016,8
2016-08,Iowa,200,2580,6,2016,8
2016-08,Kansas,5486,5981,566,2016,8
2016-08,Kentucky,9726,7906,890,2016,8
2016-08,Louisiana,14390,11580,1690,2016,8
2016-08,Maine,3623,3901,344,2016,8
2016-08,Maryland,4674,5620,46,2016,8
2016-08,Massachusetts,6161,3207,380,2016,8
2016-08,Michigan,11715,10029,404,2016,8
2016-08,Minnesota,10330,13072,762,2016,8
2016-08,Mississippi,12312,9994,1200,2016,8
2016-08,Missouri,20233,16902,1906,2016,8
2016-08,Montana,3170,4936,448,2016,8
2016-08,Nebraska,139,1986,4,2016,8
2016-08,Nevada,5144,2892,548,2016,8
2016-08,New Hampshire,5205,3763,16,2016,8
2016-08,New Jersey,6095,4358,0,2016,8
2016-08,New Mexico,5687,4646,642,2016,8
2016-08,New York,11788,15706,374,2016,8
2016-08,North Carolina,1329,13764,360,2016,8
2016-08,North Dakota,1412,2861,138,2016,8
2016-08,Ohio,28887,19279,2320,2016,8
2016-08,Oklahoma,11969,10738,1576,2016,8
2016-08,Oregon,13927,11190,0,2016,8
2016-08,Pennsylvania,50771,12870,0,2016,8
2016-08,Rhode Island,1143,847,290,2016,8
2016-08,South Carolina,9711,7597,660,2016,8
2016-08,South Dakota,2626,3915,266,2016,8
2016-08,Tennessee,25011,17818,2380,2016,8
2016-08,Texas,46532,44296,4694,2016,8
2016-08,Utah,3209,3853,0,2016,8
2016-08,Vermont,1396,1426,94,2016,8
2016-08,Virginia,23219,17382,0,2016,8
2016-08,Washington,16591,12514,1212,2016,8
2016-08,West Virginia,7608,5811,690,2016,8
2016-08,Wisconsin,16240,13287,86,2016,8
2016-08,Wyoming,1893,2287,192,2016,8
2016-07,Alabama,11145,8131,930,2016,7
2016-07,Alaska,3188,3098,330,2016,7
2016-07,Arizona,15062,9507,1284,2016,7
2016-07,Arkansas,6955,5558,734,2016,7
2016-07,California,50997,52353,0,2016,7
2016-07,Colorado,20642,16694,2108,2016,7
2016-07,Connecticut,12461,4416,0,2016,7
2016-07,Delaware,2045,1726,148,2016,7
2016-07,Florida,63692,30800,4648,2016,7
2016-07,Georgia,16876,9457,1264,2016,7
2016-07,Hawaii,0,0,0,2016,7
2016-07,Idaho,3951,3934,406,2016,7
2016-07,Illinois,23563,13069,1762,2016,7
2016-07,Indiana,21459,13410,1288,2016,7
2016-07,Iowa,205,2450,2,2016,7
2016-07,Kansas,6683,5436,658,2016,7
2016-07,Kentucky,10316,7277,1068,2016,7
2016-07,Louisiana,23801,13477,2062,2016,7
2016-07,Maine,3769,3329,332,2016,7
2016-07,Maryland,4370,6056,70,2016,7
2016-07,Massachusetts,6883,5619,878,2016,7
2016-07,Michigan,12439,8904,478,2016,7
2016-07,Minnesota,10717,10128,746,2016,7
2016-07,Mississippi,11468,6738,918,2016,7
2016-07,Missouri,22870,14933,1962,2016,7
2016-07,Montana,3183,4270,388,2016,7
2016-07,Nebraska,102,1682,10,2016,7
2016-07,Nevada,5713,3307,616,2016,7
2016-07,New Hampshire,5720,4088,6,2016,7
2016-07,New Jersey,6279,4570,0,2016,7
2016-07,New Mexico,5918,4363,600,2016,7
2016-07,New York,11990,14380,408,2016,7
2016-07,North Carolina,1273,13736,430,2016,7
2016-07,North Dakota,1466,2703,128,2016,7
2016-07,Ohio,30664,19492,2464,2016,7
2016-07,Oklahoma,12925,9671,1504,2016,7
2016-07,Oregon,15712,11558,0,2016,7
2016-07,Pennsylvania,51527,12972,0,2016,7
2016-07,Rhode Island,1246,1046,310,2016,7
2016-07,South Carolina,10964,6468,722,2016,7
2016-07,South Dakota,2739,3304,270,2016,7
2016-07,Tennessee,28904,17730,2748,2016,7
2016-07,Texas,55549,37693,5396,2016,7
2016-07,Utah,3719,3661,204,2016,7
2016-07,Vermont,1422,1321,114,2016,7
2016-07,Virginia,27138,18404,0,2016,7
2016-07,Washington,17217,12690,1306,2016,7
2016-07,West Virginia,7059,5647,806,2016,7
2016-07,Wisconsin,14500,10857,76,2016,7
2016-07,Wyoming,1781,1946,198,2016,7
2016-06,Alabama,10061,8000,862,2016,6
2016-06,Alaska,3286,3524,370,2016,6
2016-06,Arizona,14236,9475,1370,2016,6
2016-06,Arkansas,5999,5031,666,2016,6
2016-06,California,47346,41263,0,2016,6
2016-06,Colorado,19569,16626,2122,2016,6
2016-06,Connecticut,13212,4371,0,2016,6
2016-06,Delaware,2026,1783,186,2016,6
2016-06,Florida,61527,32451,4856,2016,6
2016-06,Georgia,14638,8645,1100,2016,6
2016-06,Hawaii,0,0,0,2016,6
2016-06,Idaho,3790,4557,384,2016,6
2016-06,Illinois,24505,14066,1782,2016,6
2016-06,Indiana,20138,13144,1348,2016,6
2016-06,Iowa,142,2204,16,2016,6
2016-06,Kansas,5803,4892,612,2016,6
2016-06,Kentucky,9573,7242,998,2016,6
2016-06,Louisiana,13290,9271,1192,2016,6
2016-06,Maine,3776,3237,366,2016,6
2016-06,Maryland,4717,5350,98,2016,6
2016-06,Massachusetts,6562,3744,482,2016,6
2016-06,Michigan,11369,9110,454,2016,6
2016-06,Minnesota,9768,10695,866,2016,6
2016-06,Mississippi,8584,5161,738,2016,6
2016-06,Missouri,20647,14625,1916,2016,6
2016-06,Montana,3265,4817,342,2016,6
2016-06,Nebraska,118,1770,12,2016,6
2016-06,Nevada,5444,3425,558,2016,6
2016-06,New Hampshire,5683,3798,12,2016,6
2016-06,New Jersey,6893,4723,0,2016,6
2016-06,New Mexico,5870,4654,600,2016,6
2016-06,New York,11068,13434,400,2016,6
2016-06,North Carolina,1299,12924,446,2016,6
2016-06,North Dakota,1443,2615,128,2016,6
2016-06,Ohio,26837,18795,2406,2016,6
2016-06,Oklahoma,13126,9692,1604,2016,6
2016-06,Oregon,15459,12540,0,2016,6
2016-06,Pennsylvania,49145,13025,0,2016,6
2016-06,Rhode Island,1261,948,346,2016,6
2016-06,South Carolina,10581,6159,696,2016,6
2016-06,South Dakota,2706,3453,286,2016,6
2016-06,Tennessee,24724,16713,2930,2016,6
2016-06,Texas,51498,36851,5018,2016,6
2016-06,Utah,3776,4104,372,2016,6
2016-06,Vermont,1364,1348,170,2016,6
2016-06,Virginia,22145,17028,0,2016,6
2016-06,Washington,18744,14594,1422,2016,6
2016-06,West Virginia,7262,5303,784,2016,6
2016-06,Wisconsin,13710,12258,140,2016,6
2016-06,Wyoming,1802,2321,208,2016,6
2016-05,Alabama,8693,5782,588,2016,5
2016-05,Alaska,2840,2630,320,2016,5
2016-05,Arizona,12093,7193,1058,2016,5
2016-05,Arkansas,5006,3956,448,2016,5
2016-05,California,42131,31595,0,2016,5
2016-05,Colorado,17922,12377,1842,2016,5
2016-05,Connecticut,10948,3698,0,2016,5
2016-05,Delaware,1894,1233,114,2016,5
2016-05,Florida,47130,18728,3012,2016,5
2016-05,Georgia,11953,6061,840,2016,5
2016-05,Hawaii,0,0,0,2016,5
2016-05,Idaho,3445,3655,334,2016,5
2016-05,Illinois,21190,9555,1196,2016,5
2016-05,Indiana,18526,10190,1086,2016,5
2016-05,Iowa,133,1726,6,2016,5
2016-05,Kansas,5113,3908,526,2016,5
2016-05,Kentucky,8854,5768,828,2016,5
2016-05,Louisiana,10517,6367,812,2016,5
2016-05,Maine,3310,2710,282,2016,5
2016-05,Maryland,4509,4563,42,2016,5
2016-05,Massachusetts,5806,2558,316,2016,5
2016-05,Michigan,10817,7139,324,2016,5
2016-05,Minnesota,9649,8402,680,2016,5
2016-05,Mississippi,7706,3895,634,2016,5
2016-05,Missouri,18600,11178,1648,2016,5
2016-05,Montana,2996,4269,350,2016,5
2016-05,Nebraska,86,1405,10,2016,5
2016-05,Nevada,4802,2562,450,2016,5
2016-05,New Hampshire,4688,2910,10,2016,5
2016-05,New Jersey,7196,3330,0,2016,5
2016-05,New Mexico,4934,3596,448,2016,5
2016-05,New York,11130,11897,302,2016,5
2016-05,North Carolina,1231,9357,338,2016,5
2016-05,North Dakota,1305,1978,96,2016,5
2016-05,Ohio,28676,14541,1946,2016,5
2016-05,Oklahoma,11424,7139,1372,2016,5
2016-05,Oregon,13242,10113,0,2016,5
2016-05,Pennsylvania,43959,9647,0,2016,5
2016-05,Rhode Island,1030,590,226,2016,5
2016-05,South Carolina,8327,4314,482,2016,5
2016-05,South Dakota,2377,2933,302,2016,5
2016-05,Tennessee,21155,11433,1882,2016,5
2016-05,Texas,43391,27966,3838,2016,5
2016-05,Utah,3407,3374,324,2016,5
2016-05,Vermont,1206,1129,116,2016,5
2016-05,Virginia,20001,11986,0,2016,5
2016-05,Washington,16061,9936,1008,2016,5
2016-05,West Virginia,6709,4597,700,2016,5
2016-05,Wisconsin,12582,9329,78,2016,5
2016-05,Wyoming,1647,1838,178,2016,5
2016-04,Alabama,10716,7675,824,2016,4
2016-04,Alaska,3340,3055,352,2016,4
2016-04,Arizona,14395,8006,1076,2016,4
2016-04,Arkansas,5867,4964,562,2016,4
2016-04,California,46048,33146,0,2016,4
2016-04,Colorado,19687,13816,2010,2016,4
2016-04,Connecticut,13070,4330,0,2016,4
2016-04,Delaware,2066,1444,124,2016,4
2016-04,Florida,53567,21688,3192,2016,4
2016-04,Georgia,15040,7440,886,2016,4
2016-04,Hawaii,0,0,0,2016,4
2016-04,Idaho,3714,4092,314,2016,4
2016-04,Illinois,27383,12245,1740,2016,4
2016-04,Indiana,22832,13351,1274,2016,4
2016-04,Iowa,202,2698,4,2016,4
2016-04,Kansas,6364,4994,548,2016,4
2016-04,Kentucky,10623,7777,962,2016,4
2016-04,Louisiana,12873,7207,1088,2016,4
2016-04,Maine,4367,3579,356,2016,4
2016-04,Maryland,4723,5463,38,2016,4
2016-04,Massachusetts,6850,3310,332,2016,4
2016-04,Michigan,14958,9512,378,2016,4
2016-04,Minnesota,13802,13525,938,2016,4
2016-04,Mississippi,9642,4553,682,2016,4
2016-04,Missouri,21766,14029,1792,2016,4
2016-04,Montana,3288,4827,402,2016,4
2016-04,Nebraska,128,1815,10,2016,4
2016-04,Nevada,5649,3072,510,2016,4
2016-04,New Hampshire,5871,3740,8,2016,4
2016-04,New Jersey,7576,3664,0,2016,4
2016-04,New Mexico,5842,4364,472,2016,4
2016-04,New York,12409,16126,410,2016,4
2016-04,North Carolina,1375,11308,418,2016,4
2016-04,North Dakota,2291,3070,226,2016,4
2016-04,Ohio,36255,19430,2488,2016,4
2016-04,Oklahoma,14445,9132,1622,2016,4
2016-04,Oregon,14412,10998,0,2016,4
2016-04,Pennsylvania,56619,12791,0,2016,4
2016-04,Rhode Island,1264,821,276,2016,4
2016-04,South Carolina,10579,5080,540,2016,4
2016-04,South Dakota,3279,3753,350,2016,4
2016-04,Tennessee,25262,13254,1982,2016,4
2016-04,Texas,49873,30605,4578,2016,4
2016-04,Utah,3916,4011,322,2016,4
2016-04,Vermont,1631,1713,164,2016,4
2016-04,Virginia,23880,14559,0,2016,4
2016-04,Washington,17587,10668,1076,2016,4
2016-04,West Virginia,7599,5959,736,2016,4
2016-04,Wisconsin,17262,14683,76,2016,4
2016-04,Wyoming,1940,2147,184,2016,4
2016-03,Alabama,15809,10026,1160,2016,3
2016-03,Alaska,3488,3025,378,2016,3
2016-03,Arizona,15826,8698,1228,2016,3
2016-03,Arkansas,8363,5993,706,2016,3
2016-03,California,49793,34599,0,2016,3
2016-03,Colorado,22054,14054,2384,2016,3
2016-03,Connecticut,15396,4827,0,2016,3
2016-03,Delaware,2588,1772,174,2016,3
2016-03,Florida,59580,24200,3496,2016,3
2016-03,Georgia,20099,9369,1080,2016,3
2016-03,Hawaii,0,0,0,2016,3
2016-03,Idaho,4318,4629,412,2016,3
2016-03,Illinois,31957,14268,1964,2016,3
2016-03,Indiana,30671,14834,1652,2016,3
2016-03,Iowa,277,3313,4,2016,3
2016-03,Kansas,8451,5905,592,2016,3
2016-03,Kentucky,15198,9230,1190,2016,3
2016-03,Louisiana,15112,8308,1104,2016,3
2016-03,Maine,5198,3652,378,2016,3
2016-03,Maryland,5353,5899,26,2016,3
2016-03,Massachusetts,7721,3603,348,2016,3
2016-03,Michigan,20148,11160,446,2016,3
2016-03,Minnesota,15112,12455,884,2016,3
2016-03,Mississippi,12416,6267,738,2016,3
2016-03,Missouri,29733,16895,2110,2016,3
2016-03,Montana,3636,5083,468,2016,3
2016-03,Nebraska,145,2138,10,2016,3
2016-03,Nevada,6728,3368,590,2016,3
2016-03,New Hampshire,6503,3857,14,2016,3
2016-03,New Jersey,8081,3940,0,2016,3
2016-03,New Mexico,7147,4913,604,2016,3
2016-03,New York,13721,16647,386,2016,3
2016-03,North Carolina,1643,13489,394,2016,3
2016-03,North Dakota,2140,2982,144,2016,3
2016-03,Ohio,44364,21349,2918,2016,3
2016-03,Oklahoma,16381,9872,1648,2016,3
2016-03,Oregon,17064,12661,0,2016,3
2016-03,Pennsylvania,66538,13529,0,2016,3
2016-03,Rhode Island,1552,944,306,2016,3
2016-03,South Carolina,13543,6752,690,2016,3
2016-03,South Dakota,3796,3947,348,2016,3
2016-03,Tennessee,30746,16400,2198,2016,3
2016-03,Texas,61102,34973,4888,2016,3
2016-03,Utah,4149,4271,372,2016,3
2016-03,Vermont,2135,1887,156,2016,3
2016-03,Virginia,28890,16084,0,2016,3
2016-03,Washington,21451,12042,1230,2016,3
2016-03,West Virginia,10429,6970,940,2016,3
2016-03,Wisconsin,20283,16320,70,2016,3
2016-03,Wyoming,2194,2229,206,2016,3
2016-02,Alabama,32242,16559,2324,2016,2
2016-02,Alaska,3509,2671,360,2016,2
2016-02,Arizona,18502,9660,1712,2016,2
2016-02,Arkansas,11585,7731,1276,2016,2
2016-02,California,48907,32435,0,2016,2
2016-02,Colorado,24622,14691,2604,2016,2
2016-02,Connecticut,14648,4675,0,2016,2
2016-02,Delaware,2972,1796,188,2016,2
2016-02,Florida,69047,27751,4276,2016,2
2016-02,Georgia,26987,11822,1984,2016,2
2016-02,Hawaii,0,0,0,2016,2
2016-02,Idaho,4861,4753,554,2016,2
2016-02,Illinois,33265,14897,2070,2016,2
2016-02,Indiana,35610,16442,1870,2016,2
2016-02,Iowa,307,3145,14,2016,2
2016-02,Kansas,10348,6782,1050,2016,2
2016-02,Kentucky,21167,11455,2274,2016,2
2016-02,Louisiana,18121,9934,1546,2016,2
2016-02,Maine,5969,3557,322,2016,2
2016-02,Maryland,4805,6383,76,2016,2
2016-02,Massachusetts,6878,3122,338,2016,2
2016-02,Michigan,21756,11989,516,2016,2
2016-02,Minnesota,14029,10598,800,2016,2
2016-02,Mississippi,16826,7923,1206,2016,2
2016-02,Missouri,33882,18378,2910,2016,2
2016-02,Montana,4157,4566,650,2016,2
2016-02,Nebraska,169,2286,22,2016,2
2016-02,Nevada,7307,3427,666,2016,2
2016-02,New Hampshire,7478,3810,10,2016,2
2016-02,New Jersey,6608,3974,0,2016,2
2016-02,New Mexico,8200,5554,1012,2016,2
2016-02,New York,13159,16856,406,2016,2
2016-02,North Carolina,1697,16428,864,2016,2
2016-02,North Dakota,2310,2661,170,2016,2
2016-02,Ohio,50005,22820,3746,2016,2
2016-02,Oklahoma,20882,11829,2580,2016,2
2016-02,Oregon,18828,12832,0,2016,2
2016-02,Pennsylvania,68126,12970,0,2016,2
2016-02,Rhode Island,1417,933,304,2016,2
2016-02,South Carolina,17321,7532,1076,2016,2
2016-02,South Dakota,4587,4410,504,2016,2
2016-02,Tennessee,40083,19933,3092,2016,2
2016-02,Texas,79842,41778,7782,2016,2
2016-02,Utah,4854,4400,440,2016,2
2016-02,Vermont,2500,1849,172,2016,2
2016-02,Virginia,33094,17543,0,2016,2
2016-02,Washington,22641,13190,1726,2016,2
2016-02,West Virginia,11821,8180,1514,2016,2
2016-02,Wisconsin,21412,13674,124,2016,2
2016-02,Wyoming,2516,2240,300,2016,2
2016-01,Alabama,27990,16264,1768,2016,1
2016-01,Alaska,3145,2470,328,2016,1
2016-01,Arizona,17320,9363,1150,2016,1
2016-01,Arkansas,8749,6580,680,2016,1
2016-01,California,57353,36267,0,2016,1
2016-01,Colorado,25870,14660,2472,2016,1
2016-01,Connecticut,14406,4803,0,2016,1
2016-01,Delaware,2803,1769,146,2016,1
2016-01,Florida,68294,28992,4072,2016,1
2016-01,Georgia,20060,10666,1128,2016,1
2016-01,Hawaii,0,0,0,2016,1
2016-01,Idaho,4643,4202,312,2016,1
2016-01,Illinois,35323,14156,1626,2016,1
2016-01,Indiana,32618,15792,1878,2016,1
2016-01,Iowa,321,2860,18,2016,1
2016-01,Kansas,10116,7238,762,2016,1
2016-01,Kentucky,15232,8484,832,2016,1
2016-01,Louisiana,17034,11411,1284,2016,1
2016-01,Maine,5088,3359,304,2016,1
2016-01,Maryland,4379,6095,32,2016,1
2016-01,Massachusetts,7932,3850,402,2016,1
2016-01,Michigan,19405,10994,430,2016,1
2016-01,Minnesota,13669,9486,828,2016,1
2016-01,Mississippi,11283,7384,730,2016,1
2016-01,Missouri,31878,17262,1910,2016,1
2016-01,Montana,3689,3931,410,2016,1
2016-01,Nebraska,197,2482,26,2016,1
2016-01,Nevada,6670,3119,514,2016,1
2016-01,New Hampshire,7861,3950,8,2016,1
2016-01,New Jersey,4972,4406,0,2016,1
2016-01,New Mexico,6513,4627,576,2016,1
2016-01,New York,13222,17007,400,2016,1
2016-01,North Carolina,1485,14245,356,2016,1
2016-01,North Dakota,2375,2809,162,2016,1
2016-01,Ohio,41831,20474,2644,2016,1
2016-01,Oklahoma,20557,11949,1778,2016,1
2016-01,Oregon,17523,11443,0,2016,1
2016-01,Pennsylvania,63091,11246,0,2016,1
2016-01,Rhode Island,1554,988,354,2016,1
2016-01,South Carolina,13618,6918,652,2016,1
2016-01,South Dakota,4160,4196,342,2016,1
2016-01,Tennessee,33452,18228,2542,2016,1
2016-01,Texas,79889,42236,5400,2016,1
2016-01,Utah,5128,4019,348,2016,1
2016-01,Vermont,2049,1517,130,2016,1
2016-01,Virginia,29736,17269,0,2016,1
2016-01,Washington,22470,12491,1190,2016,1
2016-01,West Virginia,8161,6056,698,2016,1
2016-01,Wisconsin,19766,11832,84,2016,1
2016-01,Wyoming,2399,2181,208,2016,1
2015-12,Alabama,52366,37081,3504,2015,12
2015-12,Alaska,5792,5102,428,2015,12
2015-12,Arizona,28118,16198,1990,2015,12
2015-12,Arkansas,15158,16765,1042,2015,12
2015-12,California,81839,53638,0,2015,12
2015-12,Colorado,38118,25168,3300,2015,12
2015-12,Connecticut,19611,6971,0,2015,12
2015-12,Delaware,3977,3601,274,2015,12
2015-12,Florida,95634,50346,6010,2015,12
2015-12,Georgia,38471,27691,2436,2015,12
2015-12,Hawaii,0,0,0,2015,12
2015-12,Idaho,7725,8594,552,2015,12
2015-12,Illinois,40912,22950,2596,2015,12
2015-12,Indiana,48565,28716,2606,2015,12
2015-12,Iowa,480,6219,16,2015,12
2015-12,Kansas,13556,13340,1140,2015,12
2015-12,Kentucky,28126,21994,1792,2015,12
2015-12,Louisiana,30556,27666,2256,2015,12
2015-12,Maine,8242,5951,506,2015,12
2015-12,Maryland,5225,11265,34,2015,12
2015-12,Massachusetts,10338,5238,574,2015,12
2015-12,Michigan,28136,20709,702,2015,12
2015-12,Minnesota,17951,17040,998,2015,12
2015-12,Mississippi,22000,20799,1504,2015,12
2015-12,Missouri,47630,33100,3298,2015,12
2015-12,Montana,6492,7975,472,2015,12
2015-12,Nebraska,310,5281,14,2015,12
2015-12,Nevada,10461,5597,924,2015,12
2015-12,New Hampshire,10491,5724,10,2015,12
2015-12,New Jersey,4734,7184,0,2015,12
2015-12,New Mexico,9930,8418,816,2015,12
2015-12,New York,16697,30565,502,2015,12
2015-12,North Carolina,2790,34362,582,2015,12
2015-12,North Dakota,3362,4633,296,2015,12
2015-12,Ohio,66308,42082,4186,2015,12
2015-12,Oklahoma,31227,23195,2738,2015,12
2015-12,Oregon,26347,18768,0,2015,12
2015-12,Pennsylvania,99061,20634,0,2015,12
2015-12,Rhode Island,1829,1448,426,2015,12
2015-12,South Carolina,23121,18169,1298,2015,12
2015-12,South Dakota,5764,7677,532,2015,12
2015-12,Tennessee,57115,39942,4432,2015,12
2015-12,Texas,117946,88272,9010,2015,12
2015-12,Utah,9415,10025,724,2015,12
2015-12,Vermont,2671,2264,172,2015,12
2015-12,Virginia,45207,32616,0,2015,12
2015-12,Washington,32420,20366,1674,2015,12
2015-12,West Virginia,16588,15256,1302,2015,12
2015-12,Wisconsin,27388,19614,116,2015,12
2015-12,Wyoming,4290,4129,290,2015,12
2015-11,Alabama,25324,24915,2356,2015,11
2015-11,Alaska,3368,3530,368,2015,11
2015-11,Arizona,13620,9945,1236,2015,11
2015-11,Arkansas,6995,12772,752,2015,11
2015-11,California,45299,38508,0,2015,11
2015-11,Colorado,21762,17690,2302,2015,11
2015-11,Connecticut,12753,5579,0,2015,11
2015-11,Delaware,2367,2666,144,2015,11
2015-11,Florida,55876,31879,3914,2015,11
2015-11,Georgia,18298,16750,1516,2015,11
2015-11,Hawaii,0,0,0,2015,11
2015-11,Idaho,3970,5750,378,2015,11
2015-11,Illinois,26853,18950,2064,2015,11
2015-11,Indiana,28071,22250,1616,2015,11
2015-11,Iowa,294,5056,8,2015,11
2015-11,Kansas,7795,9572,792,2015,11
2015-11,Kentucky,13371,16332,1296,2015,11
2015-11,Louisiana,16179,19105,1586,2015,11
2015-11,Maine,4453,4826,342,2015,11
2015-11,Maryland,3542,9141,18,2015,11
2015-11,Massachusetts,6691,4324,350,2015,11
2015-11,Michigan,14997,19364,476,2015,11
2015-11,Minnesota,10310,15590,660,2015,11
2015-11,Mississippi,10764,14510,1046,2015,11
2015-11,Missouri,23249,25137,2120,2015,11
2015-11,Montana,3133,5687,394,2015,11
2015-11,Nebraska,190,4096,20,2015,11
2015-11,Nevada,5378,3599,574,2015,11
2015-11,New Hampshire,5332,4582,4,2015,11
2015-11,New Jersey,3808,5174,0,2015,11
2015-11,New Mexico,5772,5471,554,2015,11
2015-11,New York,9515,25871,298,2015,11
2015-11,North Carolina,1507,22118,404,2015,11
2015-11,North Dakota,1892,4118,158,2015,11
2015-11,Ohio,38366,34999,2966,2015,11
2015-11,Oklahoma,16506,16228,1996,2015,11
2015-11,Oregon,14945,13015,0,2015,11
2015-11,Pennsylvania,69027,17927,0,2015,11
2015-11,Rhode Island,1049,1025,270,2015,11
2015-11,South Carolina,12597,11432,876,2015,11
2015-11,South Dakota,3042,6032,302,2015,11
2015-11,Tennessee,31697,26425,2600,2015,11
2015-11,Texas,62635,56837,6096,2015,11
2015-11,Utah,4745,6443,524,2015,11
2015-11,Vermont,1308,2009,140,2015,11
2015-11,Virginia,26457,24583,0,2015,11
2015-11,Washington,17404,13668,1212,2015,11
2015-11,West Virginia,7648,12717,956,2015,11
